date,Date_obj,Month,Day,Year,emp_status,job_title,overall_rating,career_growth_rating,wlb_rating,compensation_rating,company_culture_rating,management_rating,title
"May 27, 2022",2022-05-27,5,27,2022,Current Employee ,Produce Manager,4,4,5,5,4,4,Good wlb and benefots
"May 27, 2022",2022-05-27,5,27,2022,Current Employee ,Engagement Leader,5,5,5,4,4,3,Great culture
"May 27, 2022",2022-05-27,5,27,2022,Current Employee ,Software Engineer,5,5,5,5,5,5,Great pay with great manager
"May 25, 2022",2022-05-25,5,25,2022,Current Employee ,Software Engineer,4,3,4,4,5,5,Great manager and coworkers
"May 25, 2022",2022-05-25,5,25,2022,Current Employee ,Senior Software Engineer,3,3,4,3,4,3,Intuit is a good company.
"May 24, 2022",2022-05-24,5,24,2022,Current Employee ,Engineer,2,2,4,3,1,1,Toxic and incompetent management
"May 23, 2022",2022-05-23,5,23,2022,Current Employee ,Manager,5,1,4,4,5,3,"Great culture, decision making issues"
"May 23, 2022",2022-05-23,5,23,2022,Current Employee ,Software Engineer,4,2,4,2,3,2,Good company
"May 23, 2022",2022-05-23,5,23,2022,Former Employee ,Group Product Manager,3,3,5,5,3,4,"Good pay, good team, hard to get promoted"
"May 23, 2022",2022-05-23,5,23,2022,Current Employee ,Software Developer II,4,4,4,2,4,2,Benefits
"May 22, 2022",2022-05-22,5,22,2022,Current Employee ,Staff Engineer,4,5,5,5,5,4,"Awesome people, great benefits, good pay, lots of work to do"
"May 22, 2022",2022-05-22,5,22,2022,Current Employee ,UX Design Lead,5,5,5,5,5,5,Great wlb
"May 21, 2022",2022-05-21,5,21,2022,Current Employee ,Group Product Manager,5,4,2,4,5,5,One of the best low ego companies in the Bay
"May 21, 2022",2022-05-21,5,21,2022,Current Employee ,Staff Software Engineer I,4,3,4,4,4,3,"Good WLB, but very team dependent"
"May 19, 2022",2022-05-19,5,19,2022,Current Employee ,Service Delivery Manager,4,3,5,4,3,1,Good Idea but Execution is lacking
"May 18, 2022",2022-05-18,5,18,2022,Current Employee ,Engineering Manager,4,4,4,3,4,4,"Great People, Tech Forward"
"May 18, 2022",2022-05-18,5,18,2022,Current Employee ,Staff Software Engineer,4,3,3,4,4,4,Not great wlb. The work is quite demanding.
"May 18, 2022",2022-05-18,5,18,2022,Current Employee ,"Manager, Software Development II",5,5,5,4,5,5,Great work life balance and company culture
"May 17, 2022",2022-05-17,5,17,2022,Current Employee ,Software Back End Engineer,5,5,5,4,5,4,Good
"May 15, 2022",2022-05-15,5,15,2022,Current Employee ,Senior Software Engineer,5,5,5,4,4,4,Great place to work at
"May 15, 2022",2022-05-15,5,15,2022,Current Employee ,Engineering Manager II,3,4,2,3,3,3,Bad WLB and good career growth
"May 14, 2022",2022-05-14,5,14,2022,Current Employee ,Marketing & Communication Manager,5,3,5,3,5,5,Great culture from top down.
"May 14, 2022",2022-05-14,5,14,2022,Current Employee ,Distinguished Software Engineer,5,2,4,4,3,2,"Reasonably good company to work for, employees voices are heard"
"May 13, 2022",2022-05-13,5,13,2022,Current Employee ,Software Engineer II,3,2,4,3,5,3,"Good culture, wlb but bad growth opportunities and challenging work"
"May 12, 2022",2022-05-12,5,12,2022,Former Employee ,Business Analyst Consultant,3,3,3,3,3,2,Slow paced
"May 11, 2022",2022-05-11,5,11,2022,Current Employee ,UX Design Manager,3,3,4,2,4,5,Decent wlb and great people.
"May 11, 2022",2022-05-11,5,11,2022,Current Employee ,Software Engineer II,3,2,4,3,4,2,Good work life balance
"May 11, 2022",2022-05-11,5,11,2022,Current Employee ,Tax Associate,4,3,5,4,4,4,Flexible working hours
"May 10, 2022",2022-05-10,5,10,2022,Current Employee ,Software Engineer II,2,2,4,2,2,3,Good starter company for Those acronym companies.
"May 9, 2022",2022-05-09,5,9,2022,Current Employee ,Senior Software Engineer,4,4,5,4,5,4,Good company great vision
"May 8, 2022",2022-05-08,5,8,2022,Current Employee ,Software Engineer,1,1,1,3,1,1,Awful management
"May 7, 2022",2022-05-07,5,7,2022,Current Employee ,Software Engineer I,3,3,4,2,3,2,Eh
"May 6, 2022",2022-05-06,5,6,2022,Current Employee ,Software Engineer II,5,4,5,4,5,5,WLB and great values!
"May 5, 2022",2022-05-05,5,5,2022,Current Employee ,Software Engineer,4,4,4,4,4,4,Pretty great
"May 5, 2022",2022-05-05,5,5,2022,Current Employee ,Business Operations Manager,3,3,4,3,2,2,People are treated with respect
"May 5, 2022",2022-05-05,5,5,2022,Current Employee ,Software Engineer I,4,3,5,3,2,3,Good work life balance
"May 5, 2022",2022-05-05,5,5,2022,Current Employee ,Software Engineer,2,2,4,2,2,1,🥜
"May 3, 2022",2022-05-03,5,3,2022,Current Employee ,Technical Program Manager,4,5,4,4,4,2,Great opportunities to grow but manager can't support
"May 3, 2022",2022-05-03,5,3,2022,Current Employee ,Staff Applications Engineer,5,4,5,5,5,3,"Great work life balance, perks and benefits"
"May 2, 2022",2022-05-02,5,2,2022,Current Employee ,Senior Software Engineer,3,4,4,3,4,3,Good work life balance
"May 2, 2022",2022-05-02,5,2,2022,Current Employee ,Staff Software Engineer,4,5,5,4,4,5,"If you want great WLB, nothing can beat Intuit"
"May 1, 2022",2022-05-01,5,1,2022,Current Employee ,Product Designer,4,4,5,4,4,4,It’s a great place to work
"May 1, 2022",2022-05-01,5,1,2022,Current Employee ,Software Engineer,3,3,4,2,5,5,Friendly Company
"May 1, 2022",2022-05-01,5,1,2022,Current Employee ,Senior Software Engineer,4,4,5,4,5,3,Employee centric
"Apr 30, 2022",2022-04-30,4,30,2022,Current Employee ,Mobile Developer,4,4,5,4,3,3,"Great WLB. Not an engineer first culture, you have to constantly talk about your accomplishments to stand out."
"Apr 30, 2022",2022-04-30,4,30,2022,Current Employee ,UX Designer II,5,4,5,3,5,4,Great work life balance
"Apr 29, 2022",2022-04-29,4,29,2022,Current Employee ,Software Developer III,3,1,3,1,4,2,Average company with poor compensation
"Apr 29, 2022",2022-04-29,4,29,2022,Current Employee ,Senior UX Researcher,5,3,4,4,5,4,Good people and WLB
"Apr 27, 2022",2022-04-27,4,27,2022,Current Employee ,Group Product Manager,3,2,2,3,2,2,Long time employee - It's not what it used to be and it's getting worse...
"Apr 27, 2022",2022-04-27,4,27,2022,Current Employee ,Research Analyst,4,4,5,2,4,5,"Overall, good experience with some small adjustments needed."
"Apr 27, 2022",2022-04-27,4,27,2022,Current Employee ,Business Analyst,3,2,3,3,1,1,Politics and personal grudges
"Apr 27, 2022",2022-04-27,4,27,2022,Current Employee ,Software Engineer,4,3,4,4,3,2,Good benefits
"Apr 26, 2022",2022-04-26,4,26,2022,Current Employee ,Software Applications Engineer III,2,2,3,1,3,3,Okayish WLB
"Apr 25, 2022",2022-04-25,4,25,2022,Current Employee ,Engineer,4,4,4,4,4,3,Loving it so far
"Apr 24, 2022",2022-04-24,4,24,2022,Current Employee ,Software Engineer I,4,4,4,3,5,4,Great place to work
"Apr 23, 2022",2022-04-23,4,23,2022,Current Employee ,Executive Assistant,2,3,3,4,1,2,Intuit’s culture is changing
"Apr 22, 2022",2022-04-22,4,22,2022,Current Employee ,Software Engineer II,2,2,1,3,2,1,Horrible work life balance
"Apr 21, 2022",2022-04-21,4,21,2022,Current Employee ,Software Engineer,4,3,4,4,4,4,Some politics. Some good ppl but some bad
"Apr 21, 2022",2022-04-21,4,21,2022,Current Employee ,Product Manager,4,4,3,5,4,4,"Great values, culture, mission, but process heavy and slow"
"Apr 21, 2022",2022-04-21,4,21,2022,Current Employee ,Senior Front End Developer,4,3,4,3,4,3,Great culture
"Apr 21, 2022",2022-04-21,4,21,2022,Current Employee ,Senior Software Back End Engineer,3,3,2,3,3,3,"Good perks, no work-life balance. Politics is soul crushing"
"Apr 20, 2022",2022-04-20,4,20,2022,Current Employee ,HR leader,5,5,4,5,4,4,GreaT great great great
"Apr 20, 2022",2022-04-20,4,20,2022,Former Employee ,Staff Software Engineer,1,1,3,1,1,1,Racist management / Political Agenda not focus'ed on the business
"Apr 20, 2022",2022-04-20,4,20,2022,Current Employee ,"Software Engineer III, Quality",4,3,3,3,3,3,A tech company with big vision
"Apr 20, 2022",2022-04-20,4,20,2022,Current Employee ,Machine Learning Engineer,5,5,5,5,5,5,Great WLB
"Apr 19, 2022",2022-04-19,4,19,2022,Current Employee ,Visual Designer,5,4,5,5,5,5,"Authentic welcoming culture, employee and customer centric"
"Apr 18, 2022",2022-04-18,4,18,2022,Current Employee ,Staff Program Manager,4,4,5,3,4,4,Great work life balance. Mostly people are good to collaborate
"Apr 18, 2022",2022-04-18,4,18,2022,Current Employee ,Senior Site Reliability Engineer,5,5,5,2,4,5,"Great company - good Benefits, WLB - ok comp"
"Apr 17, 2022",2022-04-17,4,17,2022,Current Employee ,Market Research Analyst,4,4,5,5,4,4,Just another big tech company with big tech benefits and big tech problems
"Apr 16, 2022",2022-04-16,4,16,2022,Current Employee ,Software Engineer II,5,5,5,5,5,5,Great work life balance
"Apr 15, 2022",2022-04-15,4,15,2022,Former Employee ,Software Engineer II,5,4,5,3,5,5,Great place to work at early on!
"Apr 15, 2022",2022-04-15,4,15,2022,Current Employee ,HR Manager,3,3,3,4,3,3,Good company
"Apr 9, 2022",2022-04-09,4,9,2022,Current Employee ,Software Engineer,4,3,4,4,3,3,Good company with a handful of stupid people
"Apr 7, 2022",2022-04-07,4,7,2022,Current Employee ,Software Developer,4,4,4,4,4,4,Great tech  projects and colleagues
"Apr 6, 2022",2022-04-06,4,6,2022,Current Employee ,Software Engineer,3,3,3,2,4,3,"California, no permanent wfh, low tc"
"Apr 5, 2022",2022-04-05,4,5,2022,Current Employee ,Designer,3,4,4,5,3,2,Great benefits come with political leadership
"Apr 5, 2022",2022-04-05,4,5,2022,Current Employee ,"Data Analyst, Staff",4,4,5,4,4,3,"It’s a solid stable company - low risk, fair culture"
"Apr 5, 2022",2022-04-05,4,5,2022,Current Employee ,Software Engineer II,4,3,5,4,5,2,Good wlb manager does not want to work
"Apr 4, 2022",2022-04-04,4,4,2022,Current Employee ,Product Manager,3,5,5,3,4,4,Great talent and work life balance
"Apr 4, 2022",2022-04-04,4,4,2022,Current Employee ,Sales & Business Development Manager,4,4,5,4,4,4,Good people and WLB
"Apr 4, 2022",2022-04-04,4,4,2022,Current Employee ,Software Engineer,4,4,4,3,4,3,Decent wlb low pay compared to peers
"Apr 2, 2022",2022-04-02,4,2,2022,Current Employee ,Designer,4,4,5,5,5,4,Good work life balance
"Apr 2, 2022",2022-04-02,4,2,2022,Current Employee ,Software Engineer II,4,4,3,3,4,3,Great WLB but management sucks
"Apr 2, 2022",2022-04-02,4,2,2022,Current Employee ,Big Data Engineer,4,3,4,3,4,4,So far so good
"Apr 2, 2022",2022-04-02,4,2,2022,Current Employee ,Staff Software Engineer,4,3,4,2,4,2,Really depends on team
"Apr 1, 2022",2022-04-01,4,1,2022,Current Employee ,Engineering Manager,5,5,5,2,4,3,Good balance of pay/hr work
"Mar 31, 2022",2022-03-31,3,31,2022,Current Employee ,Software Engineer,5,4,5,3,5,3,Good benefits and work culture
"Mar 31, 2022",2022-03-31,3,31,2022,Current Employee ,Senior Software Engineer,4,4,5,5,4,3,Great Benefits. Good WLB. Okayish work.
"Mar 30, 2022",2022-03-30,3,30,2022,Current Employee ,Senior Research Manager,4,4,5,5,5,4,"Great WLB, work can be interesting depending on the team"
"Mar 30, 2022",2022-03-30,3,30,2022,Current Employee ,Talent Acquisition,3,2,5,3,4,3,It’s alright…
"Mar 24, 2022",2022-03-24,3,24,2022,Current Employee ,"Senior Software Engineer, Tech Lead",4,4,4,2,4,5,"Decent tc, good wlb"
"Mar 24, 2022",2022-03-24,3,24,2022,Current Employee ,Senior Software Back End Engineer,4,4,4,3,4,4,Good work life balance
"Mar 23, 2022",2022-03-23,3,23,2022,Current Employee ,Staff Engineer II,2,2,1,2,2,3,becoming amazon but without benefits
"Mar 23, 2022",2022-03-23,3,23,2022,Current Employee ,Director Business Operations,5,5,5,5,5,5,Great work place
"Mar 22, 2022",2022-03-22,3,22,2022,Current Employee ,Software Engineer II,4,4,5,3,4,3,"Great work life balance, and everyone is friendly and nice to work with."
"Mar 22, 2022",2022-03-22,3,22,2022,Current Employee ,Senior Software Engineer,4,4,3,2,3,4,Great exposure and space to grow
"Mar 20, 2022",2022-03-20,3,20,2022,Current Employee ,Group Engineering Manager,3,2,5,4,4,4,Great company to start SWE career
"Mar 17, 2022",2022-03-17,3,17,2022,Current Employee ,Tax Analyst,4,3,4,4,5,4,Work life balance and culture better than a traditional accounting firm
"Mar 16, 2022",2022-03-16,3,16,2022,Current Employee ,Product Manager,4,3,4,4,3,2,Good PM fundamentals
"Mar 16, 2022",2022-03-16,3,16,2022,Current Employee ,Marketing Manager,4,4,4,2,4,4,Great people and culture. Needs to play catch up on comp
"Mar 16, 2022",2022-03-16,3,16,2022,Current Employee ,Senior Business Analyst,4,4,5,4,4,3,Excellent Work Life Balance
"Mar 15, 2022",2022-03-15,3,15,2022,Current Employee ,Software Developer,5,1,4,1,4,1,Great work life balance
"Mar 15, 2022",2022-03-15,3,15,2022,Current Employee ,Operations Management,4,4,5,4,5,4,Great work life balance
"Mar 15, 2022",2022-03-15,3,15,2022,Current Employee ,Software Engineer II,4,4,4,3,4,4,Good work life balance
"Mar 14, 2022",2022-03-14,3,14,2022,Current Employee ,Senior Software Engineer,3,2,3,3,2,2,Everybody holding onto info and not tell other people
"Mar 14, 2022",2022-03-14,3,14,2022,Current Employee ,Senior Software Back End Engineer,5,5,3,3,4,5,Good benefits
"Mar 13, 2022",2022-03-13,3,13,2022,Current Employee ,Data Scientist,4,3,5,4,4,4,Good work life balance
"Mar 12, 2022",2022-03-12,3,12,2022,Current Employee ,Software Engineer,3,2,4,3,3,2,"Decent WLB, okay comp, great benefits"
"Mar 12, 2022",2022-03-12,3,12,2022,Current Employee ,Client Services Representative,4,3,5,3,4,4,excellent work life balance
"Mar 11, 2022",2022-03-11,3,11,2022,Current Employee ,Product Manager II,5,5,5,5,5,5,Great culture and perks
"Mar 11, 2022",2022-03-11,3,11,2022,Current Employee ,Analyst Software Engineer,4,4,4,4,4,4,Great Benefits
"Mar 10, 2022",2022-03-10,3,10,2022,Current Employee ,Software Engineer II,2,2,3,4,4,2,Good culture among people
"Mar 10, 2022",2022-03-10,3,10,2022,Current Employee ,Software Engineer,4,3,4,5,4,3,"Good WLB, slow career growth"
"Mar 7, 2022",2022-03-07,3,7,2022,Current Employee ,Senior Product Designer,4,3,4,3,3,2,Not as innovative as one would think
"Mar 6, 2022",2022-03-06,3,6,2022,Current Employee ,Data Analyst I,4,3,2,3,3,3,Your work life balance highly depends on the team and manager
"Mar 6, 2022",2022-03-06,3,6,2022,Current Employee ,Software Engineer II,3,4,3,4,5,3,So much corporate bloat
"Mar 6, 2022",2022-03-06,3,6,2022,Current Employee ,Software Engineer,3,1,5,2,4,4,"Good wlb, low pay"
"Mar 4, 2022",2022-03-04,3,4,2022,Current Employee ,Engineer,4,3,4,3,4,3,Employees first approach and good transparency. It’s becoming more tech company than it was before. Politics
"Mar 3, 2022",2022-03-03,3,3,2022,Current Employee ,Software Engineer,3,1,5,3,4,2,Great work life balance
"Mar 2, 2022",2022-03-02,3,2,2022,Current Employee ,Software Engineer,4,4,3,3,4,3,Decent company with good benefits
"Feb 28, 2022",2022-02-28,2,28,2022,Current Employee ,Senior Software Developer,4,3,5,4,3,3,"Good WLB , great benefits, management sucks"
"Feb 28, 2022",2022-02-28,2,28,2022,Current Employee ,Software Developer,3,2,4,2,3,3,"Great WLB, average compensation"
"Feb 27, 2022",2022-02-27,2,27,2022,Current Employee ,Senior Product Designer,3,3,4,3,2,3,People are nice but work is boring
"Feb 26, 2022",2022-02-26,2,26,2022,Current Employee ,Senior Product Manager,4,4,5,3,5,3,Depends on the team
"Feb 25, 2022",2022-02-25,2,25,2022,Current Employee ,Senior Software Engineer,4,3,5,4,3,3,Great WLB and benefits
"Feb 25, 2022",2022-02-25,2,25,2022,Current Employee ,Software Applications Engineer I,4,5,5,4,5,5,Decent work life balance
"Feb 25, 2022",2022-02-25,2,25,2022,Current Employee ,Mobile Developer,4,3,5,4,4,4,Good Work Life Balance
"Feb 24, 2022",2022-02-24,2,24,2022,Current Employee ,Corporate Account Executive,5,3,5,5,5,3,Great company all around. A lot of corporate politics and red tape. Limited career growth for most departments
"Feb 24, 2022",2022-02-24,2,24,2022,Current Employee ,Data Scientist II,5,5,5,4,5,5,"Great work life balance. Management is very friendly. More importantly, zero politics."
"Feb 23, 2022",2022-02-23,2,23,2022,Current Employee ,Senior Software Engineer,4,4,5,4,4,3,Overall Decent Company to Work for
"Feb 23, 2022",2022-02-23,2,23,2022,Current Employee ,"Analyst II, Business Support and Analytics",5,5,5,5,5,5,All round company
"Feb 21, 2022",2022-02-21,2,21,2022,Current Employee ,Software Developer,1,2,1,2,1,2,Downfall started
"Feb 19, 2022",2022-02-19,2,19,2022,Current Employee ,Software Back End Engineer,5,5,5,5,5,5,"Great work like balance, good opportunity to learn as a new grad"
"Feb 18, 2022",2022-02-18,2,18,2022,Current Employee ,Software Engineer,3,4,5,3,4,3,Great WLB; average career growth
"Feb 18, 2022",2022-02-18,2,18,2022,Current Employee ,UX Designer,4,4,4,3,5,4,Great company culture
"Feb 18, 2022",2022-02-18,2,18,2022,Current Employee ,Cloud Engineer,5,5,3,5,5,5,Good place to learn and grow
"Feb 16, 2022",2022-02-16,2,16,2022,Current Employee ,Senior Software Engineer,4,4,4,4,4,4,Employee Friendly
"Feb 16, 2022",2022-02-16,2,16,2022,Current Employee ,Software Developer,4,4,5,4,4,3,"Good benefits, great work life balance"
"Feb 15, 2022",2022-02-15,2,15,2022,Current Employee ,Senior Software Engineer,3,3,4,3,4,4,Pretty average
"Feb 15, 2022",2022-02-15,2,15,2022,Current Employee ,Technical Program Manager,4,2,4,4,4,4,Good company with decent benefits
"Feb 15, 2022",2022-02-15,2,15,2022,Current Employee ,Senior Software Engineer,4,4,5,4,5,3,Average
"Feb 15, 2022",2022-02-15,2,15,2022,Current Employee ,Senior Software Engineer,4,3,4,4,4,3,Decent company
"Feb 14, 2022",2022-02-14,2,14,2022,Current Employee ,Software Engineer I,4,4,4,4,4,4,Benefits are good
"Feb 13, 2022",2022-02-13,2,13,2022,Current Employee ,Applications Developer I,4,4,4,4,2,3,Good but lots of politics
"Feb 10, 2022",2022-02-10,2,10,2022,Current Employee ,"Manager, Business Development",5,5,4,3,5,5,Great work life balance
"Feb 9, 2022",2022-02-09,2,9,2022,Current Employee ,Tax Analyst,2,1,2,3,1,1,Politics and favoritism
"Feb 8, 2022",2022-02-08,2,8,2022,Current Employee ,Program Manager III,4,2,5,4,4,4,Great for WLB
"Feb 7, 2022",2022-02-07,2,7,2022,Current Employee ,Engineer II,2,1,4,1,2,1,No career growth
"Feb 4, 2022",2022-02-04,2,4,2022,Current Employee ,Data Scientist Manager,3,4,2,5,3,3,Not for everyone
"Feb 4, 2022",2022-02-04,2,4,2022,Current Employee ,Product Manager,4,5,3,4,4,4,Grat place to work
"Feb 4, 2022",2022-02-04,2,4,2022,Current Employee ,Software Engineer II,3,3,4,3,3,4,It depends on your team!
"Feb 4, 2022",2022-02-04,2,4,2022,Current Employee ,Software Engineer II,5,4,5,4,5,4,Great so far
"Feb 4, 2022",2022-02-04,2,4,2022,Current Employee ,Software Engineer,5,5,5,3,5,5,Amazing WLB
"Feb 3, 2022",2022-02-03,2,3,2022,Current Employee ,Software Engineer II,4,4,5,4,5,4,"Great work life balance, great people, compensation lacking"
"Feb 3, 2022",2022-02-03,2,3,2022,Current Employee ,Data Scientist,3,2,4,2,3,3,Work life balance is good. Low end on compensation
"Feb 3, 2022",2022-02-03,2,3,2022,Current Employee ,Staff Engineer,3,2,4,3,4,3,Comparatively good WLB heavy politics mediocre work
"Feb 2, 2022",2022-02-02,2,2,2022,Current Employee ,Software Engineer,3,1,4,4,3,3,Great work life balance
"Feb 2, 2022",2022-02-02,2,2,2022,Current Employee ,Senior Product Manager,4,4,5,4,5,4,Great work life balance
"Feb 2, 2022",2022-02-02,2,2,2022,Current Employee ,Senior Software Engineer II,4,4,5,5,5,5,Great Benifits and WLB
"Jan 30, 2022",2022-01-30,1,30,2022,Current Employee ,Software Developer,4,4,4,4,4,4,So far good
"Jan 29, 2022",2022-01-29,1,29,2022,Current Employee ,Software Engineer II,4,4,4,3,5,4,Great experience
"Jan 27, 2022",2022-01-27,1,27,2022,Current Employee ,Software Engineer,5,4,5,4,5,3,"Great WLB, Compensation is lacking and the work can be detrimental to your learning and growth"
"Jan 27, 2022",2022-01-27,1,27,2022,Current Employee ,Software Applications Engineer II,5,5,5,5,5,4,Really Great for starting your career
"Jan 26, 2022",2022-01-26,1,26,2022,Current Employee ,"Software Engineer, Applications",3,2,3,3,4,3,Good place some bad apples
"Jan 25, 2022",2022-01-25,1,25,2022,Current Employee ,Software Engineer,5,5,5,4,5,5,Great WLB and company culture. Customer and Employee empathy prioritized
"Jan 25, 2022",2022-01-25,1,25,2022,Former Employee ,Data Scientist,5,5,5,4,5,5,Great wlb
"Jan 24, 2022",2022-01-24,1,24,2022,Current Employee ,Data Analyst,4,4,5,4,4,3,Good work life balance
"Jan 21, 2022",2022-01-21,1,21,2022,Current Employee ,Data Analyst,5,5,4,4,5,4,Excellent culture and community
"Jan 19, 2022",2022-01-19,1,19,2022,Current Employee ,Software Engineer II,4,3,5,3,5,3,"Great WLB, compensation pales in comparison to bigger tech companies, especially for more senior positions"
"Jan 19, 2022",2022-01-19,1,19,2022,Current Employee ,Bookkeeper,5,1,4,2,5,2,Shit pay great flexibility
"Jan 18, 2022",2022-01-18,1,18,2022,Current Employee ,Account Manager,5,4,5,4,4,4,Good in everything
"Jan 18, 2022",2022-01-18,1,18,2022,Current Employee ,Software Engineer II,4,4,5,4,5,5,Great work life balance
"Jan 18, 2022",2022-01-18,1,18,2022,Current Employee ,Product Manager,4,4,3,4,5,4,Good
"Jan 16, 2022",2022-01-16,1,16,2022,Current Employee ,Data Analyst,4,3,5,4,4,4,could be better but also could be way worse!
"Jan 15, 2022",2022-01-15,1,15,2022,Current Employee ,Engineer,4,4,5,3,5,4,Great work life balance and culture
"Jan 15, 2022",2022-01-15,1,15,2022,Former Employee ,Management Consultant,4,1,4,3,3,5,Not reliable for contingent workers!!!
"Jan 15, 2022",2022-01-15,1,15,2022,Current Employee ,"Senior Manager, Engineering",5,5,5,4,3,4,"Overall a great place for a career, just need to be patient"
"Jan 14, 2022",2022-01-14,1,14,2022,Current Employee ,Senior Software Engineer,2,3,3,1,2,2,Glory days are over
"Jan 11, 2022",2022-01-11,1,11,2022,Current Employee ,Software Engineer II,4,3,4,5,5,4,Mostly good
"Jan 9, 2022",2022-01-09,1,9,2022,Current Employee ,Software Engineer,3,3,3,3,3,3,Great work life balance
"Jan 8, 2022",2022-01-08,1,8,2022,Current Employee ,Program Manager,4,3,4,4,4,3,"Good company, hard working peers"
"Jan 7, 2022",2022-01-07,1,7,2022,Current Employee ,Product Designer,4,4,5,3,4,4,Pretty good
"Jan 6, 2022",2022-01-06,1,6,2022,Current Employee ,"Software Engineer, Front End",4,4,5,2,3,3,SBSEG: Great work life balance at the cost of compensation
"Jan 5, 2022",2022-01-05,1,5,2022,Current Employee ,Staff Engineer,5,3,5,5,5,4,Great WLB
"Jan 3, 2022",2022-01-03,1,3,2022,Current Employee ,Software Engineer,3,3,5,2,3,3,Rest and mini-vest place
"Jan 2, 2022",2022-01-02,1,2,2022,Current Employee ,Sales,5,4,3,5,4,4,Benefits
"Dec 30, 2021",2021-12-30,12,30,2021,Current Employee ,Product Manager,3,3,5,4,3,3,"Amazing work life balance, you can do nothing for years and get paid well"
"Dec 29, 2021",2021-12-29,12,29,2021,Current Employee ,Staff Software Engineer II,3,4,4,4,3,2,"Not fast enough anymore, but great benefits."
"Dec 26, 2021",2021-12-26,12,26,2021,Current Employee ,Senior Software Engineer,5,4,3,5,3,3,Great benefits
"Dec 21, 2021",2021-12-21,12,21,2021,Current Employee ,Manager,4,4,3,4,4,4,Company on the rise
"Dec 20, 2021",2021-12-20,12,20,2021,Current Employee ,Product Manager,5,4,5,4,5,4,Great WLB
"Dec 17, 2021",2021-12-17,12,17,2021,Current Employee ,Software Engineer,4,4,4,3,4,4,Great work life balance
"Dec 17, 2021",2021-12-17,12,17,2021,Current Employee ,Software Engineer II,3,2,2,3,4,3,RSUs will make you rich if you hold them
"Dec 15, 2021",2021-12-15,12,15,2021,Current Employee ,Engineer,4,3,5,3,4,2,Not a giant
"Dec 15, 2021",2021-12-15,12,15,2021,Current Employee ,Software Engineer I,5,5,5,4,5,5,Indeed a great place to work
"Dec 15, 2021",2021-12-15,12,15,2021,Current Employee ,Data Scientist,3,3,2,4,4,3,Work life balance is not great
"Dec 14, 2021",2021-12-14,12,14,2021,Current Employee ,Software Applications Engineer I,3,2,5,3,3,3,Good WLB
"Dec 14, 2021",2021-12-14,12,14,2021,Current Employee ,Senior Software Engineer,4,3,3,3,3,3,Decent company
"Dec 12, 2021",2021-12-12,12,12,2021,Current Employee ,Senior Software Engineer,5,5,5,3,4,4,Good company to work for
"Dec 12, 2021",2021-12-12,12,12,2021,Current Employee ,Senior Software Engineer,4,4,5,4,4,3,Great work life balance. Decent pay. Middle management need imp
"Dec 11, 2021",2021-12-11,12,11,2021,Current Employee ,Senior Software Developer,5,1,5,5,5,5,It's great
"Dec 10, 2021",2021-12-10,12,10,2021,Current Employee ,Mobile Developer,4,4,2,4,4,3,Great culture in general but depends on team
"Dec 10, 2021",2021-12-10,12,10,2021,Current Employee ,Designer,4,3,5,3,5,3,Great work life balance
"Dec 10, 2021",2021-12-10,12,10,2021,Current Employee ,Senior Software Developer,4,4,5,4,4,3,Coast and enjoy
"Dec 9, 2021",2021-12-09,12,9,2021,Current Employee ,Designer,4,1,4,4,4,4,good stable company
"Dec 8, 2021",2021-12-08,12,8,2021,Current Employee ,Group Product Manager,5,4,5,5,5,4,Great company
"Dec 8, 2021",2021-12-08,12,8,2021,Former Employee ,Senior Product Designer,4,4,5,4,4,5,Good compensation and great managers
"Dec 7, 2021",2021-12-07,12,7,2021,Current Employee ,Data Scientist,3,2,4,3,3,2,"Good work life balance, work is ok"
"Dec 7, 2021",2021-12-07,12,7,2021,Current Employee ,Software Developer II,5,5,5,5,5,5,Great work life balance
"Dec 7, 2021",2021-12-07,12,7,2021,Current Employee ,Software Engineer,4,3,5,4,5,3,Great WLB
"Dec 6, 2021",2021-12-06,12,6,2021,Current Employee ,DevOps Engineer,3,3,3,4,3,3,Great benefits
"Dec 6, 2021",2021-12-06,12,6,2021,Current Employee ,Staff Engineer,3,2,1,4,3,1,Great to settle if you can play politics and be a good yes man!
"Dec 5, 2021",2021-12-05,12,5,2021,Current Employee ,Principal Product Designer,3,1,4,4,3,4,Good work life balance & benefits
"Dec 3, 2021",2021-12-03,12,3,2021,Current Employee ,Senior Engineering Manager,5,2,5,5,5,2,"Great work life balance, compensation"
"Dec 3, 2021",2021-12-03,12,3,2021,Current Employee ,Marketing Manager,4,3,4,3,4,4,Great work life balance and employee benefits
"Dec 2, 2021",2021-12-02,12,2,2021,Current Employee ,Marketing Manager,5,4,5,5,5,4,Challenging work at a company with values and integrity
"Dec 2, 2021",2021-12-02,12,2,2021,Current Employee ,Data Scientist,4,4,3,2,5,3,Good company to start a career
"Dec 2, 2021",2021-12-02,12,2,2021,Current Employee ,Senior Software Engineer,3,3,3,4,4,3,Decent place to work foe
"Dec 2, 2021",2021-12-02,12,2,2021,Current Employee ,Software Engineer II,5,5,5,5,5,5,Great work life balance
"Dec 1, 2021",2021-12-01,12,1,2021,Current Employee ,Software Engineer II,4,4,5,4,4,3,Office politics
